test_name,real,user,sys,file_size
it_O0,0.24,0.19,0.04,71088
rec_O0,1.24,0.48,0.76,71096
it_O1,0.2,0.2,0.0,71088
rec_O1,0.73,0.51,0.21,71096
it_O2,0.2,0.2,0.0,71112
rec_O2,0.76,0.55,0.21,71120
it_Os,0.21,0.21,0.0,71088
rec_Os,0.73,0.49,0.23,71096
