test_name,real,user,sys,file_size
it_O0,0.04,0.04,0.0,71088
rec_O0,0.17,0.08,0.09,71096
it_O1,0.04,0.04,0.0,71088
rec_O1,0.12,0.08,0.03,71096
it_O2,0.04,0.04,0.0,71112
rec_O2,0.12,0.07,0.05,71120
it_Os,0.04,0.03,0.0,71088
rec_Os,0.12,0.08,0.04,71096
