test_name,real,user,sys,file_size
it_O0,0.22,0.22,0.0,70848
rec_O0,0.78,0.59,0.19,70856
it_O1,0.22,0.21,0.0,70856
rec_O1,0.76,0.51,0.25,70856
it_O2,0.21,0.21,0.0,70880
rec_O2,0.74,0.53,0.19,70880
it_Os,0.21,0.2,0.0,70848
rec_Os,0.74,0.48,0.25,70856
