test_name,real,user,sys,file_size
it_O0,0.66,0.64,0.01,70848
rec_O0,3.07,1.08,1.04,70856
it_O1,0.79,0.7,0.06,70856
rec_O1,3.66,1.15,1.67,70856
it_O2,0.68,0.6,0.02,70880
rec_O2,3.26,1.04,1.03,70880
it_Os,0.8,0.66,0.04,70848
rec_Os,3.02,1.0,0.84,70856
